Game,like,date,comment,good
GTA5,1,2020-04-17,마이클 씨 봉방련,0
GTA5,0,2020-02-24,버그 망겜 만원 언제주냐,1
GTA5,1,2016-11-25,이게임의 추천여부를 묻기전에 그대 자신에게 질문해 보십시오 솔직히 X나 하고싶지 이 질문의 대답에 따라 이렇게 결정하시면 됩니다 예 사서 즐기십시오 그이상을 가져다 줄것입니다 본능에 충실해 지세요 아니오 사서 해보면 그딴소리 안나올거다 애송이 평가매번 좋은 패치 추가컨텐츠 DLC로 안팔아 쳐먹음 그래픽은 지포스 M 노트북용이라 숫자높아봣자 데탑 글카에 GT 정도의 수준입니다 으로도 해상도 조절하고 그래픽 보통으로 프레임 대 뽑으면서 돌아갑니다 제 플탐이 이정도 그래픽카드가지고도 얼마나 즐길 수 있는지 말해주는 겁니다 아직안사셧다구요 세일기간이라구요 뭐합니까 지갑 안열고,2
GTA5,1,2019-07-26, 내놔라 이것들아 업데이트 열심히 해주는건 좋은데 너무 열심히 하네 만들긴 하는거냐,1
GTA5,1,2019-07-26,이게 게임이다 ,1
GTA5,1,2018-02-08,제발 그타 좀 ,1
GTA5,1,2017-12-14,개꿀,1
GTA5,1,2016-02-09,gta온라인이 있기에 더욱 빛나는 게임,1
GTA5,1,2019-06-09,튕기는거 빼고 좋아요주는건 당빠임,2
GTA5,0,2018-01-13,돈없으면 패시브모드 키고살아야합니다 시발,1
GTA5,1,2021-09-14,차에다가 와사비 키티 도색할거야모르는 사람이 갑자기 날 죽이는 게 싫다면친구들이랑 디스코드하면서 비공개세션에서 하면 좋습니다 ,2
GTA5,0,2018-03-25,다시 쓴다 이겜 좆나 재미있다 꼭 사 알겠지 꼭사라고,6
GTA5,1,2020-04-30, 년 첫 출시 이후 아직까지도 많은 게임과 비교되며 현존하는 오픈월드 게임 중 가장 자유롭고 킬링타임용으로 좋은 게임탄탄한 스토리와 년이 지난 지금도 꾸준한 업데이트를 해준다 GTA 는 스토리 모드와 온라인이 나누어져 다른 스토리를 이루는데캐릭터 명을 이용하여 스토리를 진행하는 신선한 방식으로 이때까지의 오픈월드 게임들과 다른 느낌을 받으며 개인적으로지금까지 GTA 만큼 잘 만든 게임이 없었고 그렇기에 많은 유저들이 GTA 를 기다린다고 생각한다 GTA 스토리와는 다른 캐릭터를 플레이해 진행하는 GTA온라인에는 핵 사용 유저와 각종 버그로 b 스트레스 받을때가 있지만 GTA온라인은 친구 세션이나 초대 전용 세션을 만들어 플레이 할수 있고 또 스토리와는 다른 느낌을 받을 수 있어 가끔 플레이하기좋다 GTA 는 앞에서 말했다시피 지금까지도 여러 게임과 비교되며 많은 게이머들이 플레이했다 이 게임은 그만큼락스타 게임즈의 명작이며 앞으로 이런 게임이 많이 나오리라 생각하며 컴퓨터 게이머라면 한번쯤은 해봐야할 게임이다,1
GTA5,1,2020-02-19,제발 KOR 달고 온라인에서 욕좀 하지말자 진짜 부끄럽다 로,2
GTA5,1,2018-02-13,자유도에 있어선 최고의 게임,1
GTA5,1,2015-06-05, 시간 했으면 질릴만함 ,1
GTA5,1,2015-12-26,재밋다 컨텐츠도 많고 무엇보다 최적화가 잘되잇다 남들이 사서할때 같이하는게 좋을듯하다 ,2
GTA5,1,2015-06-06,최적화 정말 잘되고 그래픽도 PS에서 정말 많이 발전해서개인적으로 정말 재미있게 하고 있습니다 안사시면 후회하실듯,1
GTA5,1,2022-12-23,범죄자 되고싶으면 하셈,1
GTA5,0,2022-08-26,장점 자유도단점 근데 이제 뭐함 ,1
GTA5,1,2022-02-15,해좀,1
GTA5,0,2020-03-30,좋은게임에 그렇지 못한 운영스토리만 따지자면 만원정도면 구매 추천온라인모드는 거들떠도 안보는게 좋습니다 파워 인플레의 끔찍한 모습을 보여주고 있는데처음 시작안 뉴비분들이라면 돈을 벌기도 힘든데 사람들은 날아다니는 오토바이를 타고 미사일을 쏴재낄겁니다그러면서 뉴비들이 돈을쓰게 만들겠죠 핵쟁이도 판을칩니다 락스타게임 아니랄까봐 심지어 운영이 같아서 핵쟁이 아닌사람을 처벌하고 이미 스팀과 연동되어버린 그 계정은 찾을수도 없어서 한번더 게임을 사게 만들겠죠 과거에는 할만했을지 몰라도 현재는 절대 할만하지 않습니다 이미 고인물들이 판치고 사장된 게임이에요,1
GTA5,0,2018-03-28, 시간을 플레이 할 때 까지는 아주 좋은 게임이었습니다 그러나 시간사이에 온라인 모드에서 그저 차를 한대 팔고 캐릭터를 교체하려 해서일까요 일 밴을 받을 수 있었습니다 그날 같이 작업을 플레이했던 유저들 중에 의심이 갈만한 유저는 단 한명도 없다고 생각이 드는데 뭔가 다른 이유가 있나봅니다 물론 제가 왜 일 밴을 당했는지는 모릅니다 그냥 받았고 그들이 메일로 말했듯 커뮤니티 사이트에 요청해보았지만 매크로 답장 메일만 오더군요 이 게임을 사시려거든 밴 한번쯤 당하고 시간을 쏟아부은 캐릭터 삭제를 경험하는 것 쯤은 각오하고 구매하세요 돈 들여서 불법프로그램을 사용하지 않아도 밴을 받아볼수 있답니다 ,3
GTA5,1,2015-12-23,친구들이랑 습격하기에는 최고의게임,1
GTA5,1,2015-08-25,최고으게임,2
GTA5,1,2018-12-18,버그하고 핑만 사라져라 ,0
GTA5,0,2018-02-20,cd키왜하는거야 도움안돼네,1
GTA5,1,2018-10-08,핵 진짜로 많네요 친구랑 할거면 추천 ,3
GTA5,0,2019-08-03,자꾸 화면이 멈추거나 강제종료되네요 ,1
GTA5,1,2020-05-26,혼자하면 여유로운 게임,0
GTA5,1,2022-08-01, ,1
GTA5,1,2017-12-02,온라인에서 전체적으로 보면 사람을 믿을 수 없게 만드는 게임 다가가기만 해도 누구든 죽이려 하는 사람이 많아 협동은 돈 벌 때밖에 느껴보지 못함 뭐 원래 그런 게임인 것도 같지만 그리고 언제나 돈이 필요하며 큰 돈 쓰며 작은 돈을 버는 상황이 퍽이나 재밌게 다가왔는데 그런 재미있는 상황이 계속되다보니 이제는 지겹기까지 한다 돈을 벌 요소가 많아도 시간과 노력에 대비하여 너무 적은 돈을 받는 것도 같다 이것 또한 핵쟁이가 판을 치는 이유 중 하나라고 생각된다 핵머니를 현실 돈주고 사는 지경이라니,3
GTA5,1,2017-03-14,이때까지 출시된 GTA 시리즈 중 최고봉인 것 같습니다 최근에 들어 무고밴 논란이 일어나고 있는데 제 생각은 좀 다릅니다 큰 게임 제작사가 여지껏 적지 않은 수의 게임을 만들어 왔습니다 근데 그런 게임사가 단순한 카카오톡 V 같은 프로그램을 불법 프로그램으로 인식할 만한 실수를 할까요 저는 전혀 아니라고 봅니다 단 한 번이라도 타인에게 욕을 하였거나 음담패설 불법 프로그램 사용 메모리 변조 불법 유저와의 악의적 행위 등범주안에 포함되는 사람들만 밴된 것 같습니다 그저 물타기식으로 자신은 억울하다 주장하고 있지만정말로 자신이 깨끗하게 게임을 이용한 플레이어인지 생각해보시기 바랍니다 번외 이 게임은 꼭 플레이 해보세요 취향은 다를 수 있으나 모든 만족감을 얻은 저는 게임이라는 명칭이 유일하게 와닿는 제품이였습니다 ,3
GTA5,1,2019-12-09,돈지랄,1
GTA5,1,2018-11-23,무고벤 빼면 재밌음,1
GTA5,1,2021-09-06,멀티는 핵때문에 발도 못담구고 나옴싱글은 할만함 년도 게임이라는게 아직도 안믿기네 출시할때도 안믿겼는데모드 깔고 이것저것 하면 시간 잘감,1
GTA5,1,2020-03-20,핵쟁이가 날뛰는 갓겜,2
GTA5,0,2020-01-23,핵쟁이좀 잡아줘 진짜 시 발,1
GTA5,1,2019-09-14,good game ,1
GTA5,1,2019-09-14,money money have a money,1
GTA5,1,2019-09-14,마약인줄,2
GTA5,1,2019-09-14,기모띠,1
GTA5,1,2019-09-14,핵은 누구에게나 공평하다,1
GTA5,1,2019-09-14,이제야 질리네,1
GTA5,1,2019-07-07,첨에는 재밌는데 갈수록 질리는 느낌이 있음,1
GTA5,1,2019-07-07,정말 재밌는 게임입니다 하지만 온라인 세션에 들어갈때에 걸리는 로딩시간이 너무 깁니다 이 점만 해결해주세요 ,1
GTA5,1,2019-06-26,아 이틀전에 제값주고 샀는데 오늘 프로 쎄일하는거야 아놔놔놔 그래도 개꿀띠 ,1
GTA5,1,2019-03-15,싱글만해도 시간정도는 충분,2
GTA5,1,2018-07-27,최대규모의 은행과 카지노를 여러번 털어도 펜트하우스 하나 못사는겜핵이나 잡아,1
GTA5,1,2021-11-03,핵도 써본 장본인으로써 한마디한다핵쓰면 빨리 다른사람들의 수준에 다다를수있다정지를 당하든 안당하든 사람들은 그 순간만 즐긴다그 조금 고생하는게 싫어서그 조금 사람들 만나서 겜하는게 싫어서그래서 핵쓸거면 걍 인생 접는게 맞다핵 안쓰고 고생해서 노력한다면 락스타는 두손벌려 환영한다,4
GTA5,1,2020-01-02,띵작이죠 ,2
GTA5,1,2017-07-02,갓겜,1
GTA5,1,2022-04-10,핵과 버그가 일상인 게임,1
GTA5,1,2022-01-09,와 현실적이다 나도 미국가서 살고싶당,2
GTA5,0,2020-10-02,버그걸리는게 너무많아서 수입이 제대로 들어오지 않아요,1
GTA5,0,2020-09-10,너넨 이게 재밌냐 ,5
GTA5,1,2020-07-31,시발련들아 핵좀 잡아 ,1
GTA5,0,2020-05-30,싸우기 지겨워서 패시브 모드를 키면쫄았냐고 존나 꼽을 준다 이 씨 어쩌란거야pvp하기 싫음 잠자코 뒤져라 꼬우면 온라인 하지말라고 그타 온라인 게임 문화를 이렇게 만든건 니새끼들이야,1
GTA5,1,2018-11-26,꿀잼 노가다겜,1
GTA5,0,2018-10-21,요즘 락스타 일을 안해서 그런가 서버 뚫리고 해커들 득실거리는데 누가 gta 에 접속하겟냐 해커들 부터 어떻게 하고 dlc를 만들든 어떻게 하든 해라 제발 그동안은 접속 안할거야,1
GTA5,1,2017-12-20,친구랑 하다보면 액션보단 예능이 더 맞는 게임,2
GTA5,1,2017-03-03,말이 필요없다 그냥 최고다,2
GTA5,1,2015-06-16,말이필요없는게임 출시당시 친구목록보면 죄다 그타 를 플레이 중이었지게임속 컨텐츠도 할만하고 무엇보다도 습격 이 가장 맘에든다 근데난 습격한 횟수보다 차뺏은 횟수가 더 많지 시민킬 유저킬근데 습격은 마치 조별과제 같더라 꼭 팀내에 병신이 한명있거든,1
GTA5,1,2017-04-28,스토리도 괜찮고 업데이트도 자주해주고 다 좋은데 모더들이 너무 많다는점 ,1
GTA5,1,2022-02-25,안해봤으면 인생 손해,1
GTA5,1,2020-11-11,가격이 만원이여도 한번쯤은 해볼만한 게임 스토리는 좀 지루한 감이 있지만 하다보면 어떤일이 일어날지 기대하게됨 단점은 운전이 라서 진짜 본인은 지루한거 싫어한다 하면 비추 온라인은 더 해봐야 알거같지만 핵쟁이 개많은건 팩트임 사람 막 죽이고 다니는 또라이도 있음 ,1
GTA5,1,2019-11-01,친구들과 하기에 가장 좋고 스트레스 풀리는 게임임니다,1
GTA5,1,2019-01-07,GTA 개꿀 저의 개노잼 인생을 바꿔주셔서 감사합니다,1
GTA5,0,2020-02-27,무료로 받은 제품 아주 유명한 오픈월드 게임 하지만 유명한만큼 수없이 많은 단점이 존재한다 장점이야 눈이 달려있으면 쉽게 찾을수있고 단점 또한 눈만 달려있으면 쉽게 찾을수있지만사람이란게 원래 좋은것보다 나쁜것을 더 잘볼수있으니 단점만 말하자면 매우 많은 버그가 존재하지만 사실상 해결은 안하고 방치만 해둔 수준의 넘쳐나는 버그 당장 몇몇 버그만 봐도 최근에 나온 컨텐츠만 조금 픽스하다가 그대로 방치해둔다 당장 업데이트 로고만 봐도 최근 버그 픽스는 도 없고 차량추가만 주구장창이다 매우 혁신적으로 긴 온라인 로딩시간 시작을 스토리로 해두고 온라인으로 들어가면 좀 더 빠르다지만 그러기에도 매우 긴 로딩시간이다 개편없는 옛것 당장 구 습격과 시설 습격만 봐도 확연히 차이가 난다 과 합쳐져 매우 굉장한 시너지를 보여주는 예시 사람은 사람대로 필요한데 버그는 버그대로 넘쳐나서 빡돌아버리기 쉽다 구 습격인 필수 인 플레이지만 시설 습격부터는 인이서 플레이가 가능하지만 왜인지 옛습격은 그대로 냅뒀다 친구들끼리 하기에도 인 아니면 플레이할수없다는것이 단점이라면 단점 그렇다고 뉴비가 당장 시설을 사서 습격을 돌릴수도 없는 마당에 답답하면 답답하다 매우 불편한 솔로 플레이 게임이라면 당연 존재하는 솔로플레이 하지만 GTA 는 정말 극히 소수의 컨텐츠를 빼고 대부분 멀티위주로 설계하여 솔로 플레이어를 배척했다 볼수있는 게임설계다 지금 당장 온라인만 가봐도 인맥이나 친구없이는 매우 힘들고 사실상 단순 노가다 EX 스패 반반 클럽 사업장등 말고는 솔로잉 플레이를 완전히 배척한 형식의 플레이다 매우 질낮은 플레이어 당연 유명한 게임이면 사람이 많고 사람이 많다면 질낮은 플레이어는 분명 존재한다 기본적으로 이 게임은 PVP지향 게임이기때문에 유저가 유저를 죽이는건 매우 드문 일이고 이해할수있지만 매우 도를 넘은 인성의 플레이어 또한 존재한다 뉴비만 골라 죽이는유저 뭉텅으로 달려들어 보이는대로 때려죽이는 유저들 대놓고 사용하는 핵유저등 유저들 죽이면서 매우 질낮은 말만하는 유저등 각양각색의 유저들이 존재하지만 서버가 서버고 게임이 게임이다보니까 에 은 대부분 한국인이라는것이 매우 실망스럽기 그지없다 이쯤이면 게임이 질병이라는게 한국한정으로 맞는것같다 부끄럽다 정공플레이어들아여담이지만 스팀같은 해외게임플랫폼에서 게임을 하면 잘하는 유저도 한국인이지만 매우 나쁜 매너를 가진 유저도 한국인이다 혼자 할수있음에도 불구하고 매우 힘든 솔로플레잉 번과의 시너지가 매우 굉장하다 혼자 돈을 벌수있는 수단은 위의 스패 반반 사업장등이지만 공개세션에서만 해야한다는 매우 큰 단점이 있다 그리고 공개세션에서는 저런 유저들이 차고 넘친다 리소스 모니터로 개인세션을 만들수있지만 간간히 유저들이 들어오고 유저가 들어오기시작하면 물밀듯이 한꺼번에 들어온다 그럼 하다가 바로 세션을 비우거나 하다가 죽거나 둘중 하나인 매우 슬픈상황이 찾아온다 초대세션이 존재하긴 하지만 스패나 반반은 못한다는것이 발목을 잡는다 할거없어서 차량 추가만 하지말고 이런것좀 개선해주니 락스타 새기들 오프레서 마크 의 존재 그 자체 GTA 게임 플레이에 한 획을 그었고 플레이하기도 매우 편하지만 사람을 죽이기도 편한것에 대한것도 한 획을 그은 존재 번과 합쳐지만 욕설은 기본탑제요 게임이 아니꼬와지는건 물론이거니와 뉴비들의 다양한 성장 루트를 배척하고 나이트클럽 테러바이트 오프레서 MK 로만 정하게 만든 GTA 를 보여주는 이중성탈것 내가 말하고도 부끄럽지만 나 또한 저 루트를 통해 성장했고 꿀은 꿀대로 많이 빨았지만 오프레서MK 의 존재는 게임을 더럽히는 존재가 맞기때문에 꼭 할 말은 해야겠다 이것에 대한 문제점은 아시아 뿐만이 아니라서 말하면 길기때문에 여기까지만 말한다제발 락스타 부탁한다 제발 오프레서 좀 죽여라PVP지향형 게임에 오픈월드게임이면 당연 친목질은 기본이요 유저를 죽이는건 당연한데 왜 혼자 불타느냐 라고 말할수있는데 그걸 혼자 합리화하고 뚫린 입이라고 말하지말고 최소한 유저간의 예를 지켜줬으면 좋겠다 지금 살려거나 시작할려는 뉴비들은 나또한 매우 긴 플탐은 아니지만 지인들이나 친구가 있거나 길거리에서 참피마냥 죽어도 안빡칠 자신있다면 사는게 좋다 지인들이나 친구가 있다면 꼭 친구들과 붙어 다니자,1
GTA5,1,2019-01-07,자율도 존나 놉내,1
GTA5,1,2019-01-07,패치 후 렉이 너무 심해짐,1
GTA5,1,2019-01-06,진짜 최고의 게임이고 하나하나 다 잘만들었고 모든부분에서 만족하며 이 게임이 너무 좋다,1
GTA5,1,2018-02-11,꾸르잼,1
GTA5,1,2017-12-21, ,2
GTA5,1,2017-12-18,최고의 게임이다 ,1
GTA5,1,2017-12-18,캬꿀쨈,1
GTA5,1,2017-12-18,그래픽이 좋음,2
GTA5,1,2016-01-30, 만 원에 샀는데 gta 시리즈의 명목을 잘 이어간 게임같다 만 원 가성비 확실히 하는듯 ,1
GTA5,0,2019-09-01,GTA 관리자들 그냥 다 뒤졌으면 좋겠다 조작법 개 쓰레기에 핵문제는 씹쓰레기고 운영자체는 인간개쓰레기,3
GTA5,1,2021-07-06,플스로 갈아탐 ,1
GTA5,1,2020-05-09,아들 하고싶은거 다해,1
GTA5,1,2020-01-08,맵이 넓고 재밌어요,1
GTA5,0,2019-05-05, ,1
GTA5,1,2018-11-22,정말 많은 짱깨를 만났지만 핵 안쓰는 짱깨를 만난적이 없었다 ,1
GTA5,0,2018-07-10,loading loading error loading loading error loading loading eroor loading loading dosconnected,2
GTA5,0,2018-01-30,게임에서 금수저 흙수저를 나누는 뭐같은게임,1
GTA5,0,2018-03-25,무고밴 무엇,3
GTA5,1,2018-04-28,모여서 퍼시픽 돌던 급식이 들은어느새 학식을 먹고 있습니다 ,0
GTA5,1,2020-05-27,낫배드함,2
GTA5,1,2020-05-07,버그투성이 병신겜공개세션 들어가면 고인물이나 핵쟁이들한테 뚜까맞고 울면서 세션옮김버그투성이 병신겜,1
GTA5,1,2021-08-26,영원한 갓겜 언제나오냐 나오면 홍대거리에서 바지벗고 똥싼다,2
GTA5,0,2019-07-06,같이하던 친구 무고벤먹고 접게된 게임,1
GTA5,0,2018-05-22,서버 꼬라지 엌 ,1
GTA5,1,2021-07-07,시간 버리는 좋은 게임,0
GTA5,1,2018-12-31,컨텐츠 그래픽 소장가치 시스템안정성 UI편의성 ,3
GTA5,0,2018-03-22,핵쓰는 유저들이 많네여 특히 쭝꺼들 정말 골칫덩어리네여,2
GTA5,1,2020-01-30,굿,1
GTA5,1,2020-01-30,재밋네 ,1
GTA5,1,2020-01-30,장점 너무재밌어요 단점 레벨이 낮은 초보자들만 노려 죽이는 비매너 유저가 있어서 초반에 온라인하다가 짜증이난다,1
GTA5,1,2020-01-29,자유도쌉갓겜 이거하나면 할 이유는 충분하다고 생각한다,1
GTA5,0,2020-01-29,핵의 는 한국인이다,0
GTA5,1,2019-11-02,good,1
GTA5,0,2019-12-22,후 니들은 이런거 하지마라 감자 서버 개같은 개 씨발 줮같은 온라인 상태에 치가 떨린다 그냥,2
GTA5,1,2020-03-19,스토리도 재미있고 온라인도 좋은데 핵쟁이들만 좀 잘 잡았으면 좋겠다,3
GTA5,0,2019-09-14,맨날 팅기고 한국서버좀 만들어주던가 카지노는 만들어놓고 한국은 이용도못하고 후 ,2
GTA5,1,2019-09-14,재밌는데 핵쟁이 하고 게속 죽이는 애들 때매 재미없어지고 로딩존나 오래걸림 가끔 빨리되는 날도 있는데 대부분이 로딩이 김 저는 참을성이 없으신 분은 비추천,2
GTA5,1,2018-03-27,저는 무고합니다 무고밴당햇습니다 ,3
GTA5,0,2020-10-05, 년 기준으로 할 만한 게임이 못됨 구매에 신중한 생각을 하고 하시길 ,1
GTA5,0,2020-10-04,게임은 진짜 재밌는데 고인물들의 학살플레이나 핵유저 때문에 암유발하는 겉운 게임,1
GTA5,1,2020-10-01,GTA 핵쟁이들좀 잡아주세요 GTA 불법프로그램 써서 핵쓰는 핵쟁이들좀 정지좀 주세요 핵이랑 각종버그들만고치면은 좋은데,1
GTA5,1,2019-07-27,로딩시간 긴거 빼면 자유도 좋고 마음에 들어서 만족하며 플레이중 근데 카지노는 언제 되나 ,1
GTA5,0,2022-08-31,핵쟁이련이 습격 방해 존나 해서 같아서 치트 썻더니 시발럼들이 그 핵쟁이련들은 안 잡고 치트만 존나 잘 잡는 망겜 그냥 개 망해버려라 락스타 gta저주 존나 할거임 ,2
GTA5,1,2017-11-23,로딩 시간이 정말 ,1
GTA5,1,2021-04-05,제발 중국 ip 차단좀 해라 씨발 개같은 짱깨 새끼들시진핑 똥꼬나 빨아라,3
GTA5,0,2018-06-29,네 제가 그 호구입니다 ,1
GTA5,0,2018-07-25,쓰레기같은 운영 무고밴 먹었다고 항의해도똑같은 답변만 오는 버러지 집단 락스타,2
GTA5,0,2022-04-10,야이 개새야 겜 제대로 만들어라 ,8
GTA5,1,2022-07-03,핵 잼민이 파티 망겜 ,1
GTA5,1,2021-02-11,개잼,1
GTA5,1,2019-11-28,말해 뭐합니까 이제 만 기다리고 있을 뿐 ,1
GTA5,0,2016-02-18,스토리다깨면 별로 ,1
GTA5,0,2017-12-20,싱글만 했을 때의 평가입니다 일단 스토리는 그냥 드라마나 영화 같은어디선가 봤을 법한 내용 전개와 캐릭터도 그나마 트레버가 나은 편이지만 전체적으로 평이하고 어디선가 본 듯한 느낌이 듭니다 이런 상황에 자신이 직접 그 속에 뛰어들어 해본다는 정도입니다 자동차 외형 변경같은 모드는 재밌었습니다 유저들이 게임을 업그레이드 시키네요 돈주고 할 만한 정도는 되지만 와우 할 만한 수준은 아닌 것 같습니다 편이 더 낫다고들 하는데 다음엔 편을 해봐야겠습니다 비추를 하는 이유는 온라인 게임의 캐시질때문입니다 게임에서도 돈 벌려고 안간힘을 써야하나요 게임사가 게임의 본질인 순수한 재미보단 상업적 이윤을 더 우선시 하는 태도가 흥미를 떨어트리네요 재미를 우선시해서 수익이 자연히 따라오는 선례들이 많은데 아쉽네요 ,2
GTA5,1,2015-04-30,개인적으로 GTA 씨리즈는 반사회적인 싸이코패스 예비군들이나 즐기는 게임이라고 생각했다 이 씨리즈가 전세계적으로 엄청나게 잘팔리는건 세상에 그만큼 위험한 인간들이 많은 증거고 인류가 본질적으로 악한 존재라는 증거라 생각했다 GTA는 게임 업계를 파괴시키고 게이머를 미치광이 중독자로 몰아가는 우익들에게 공격할 거리를 만들어주는 백해무익한 게임의 대표주자고 이 게임의 존재 자체가 게임이 청소년 및 자기가 아직도 청소년인줄 아는 철이 덜든 성인들의 인성 파괴에 일조한다는 주장에 힘을 실어주고 있다고 생각했다 그리고 그 생각은 틀리지 않았다 시간 동안 돈을 위해 살인을 하고 재미를 위해 살인을 하고 심심해서 살인을 했다 시속 km로 도로를 질주하며 사람들을 깔아 뭉개고 산속에 숨어서 저격총으로 지나가는 사람들의 머리통을 박살내고 창녀를 산채로 태우고 비행기를 훔쳐서 도심 한복판에 추락시키고 도로에 근접 지뢰를 깔아 전쟁터를 만들고 몰려오는 경찰들을 미니건으로 갈아버리며 지옥도를 만들었다 그리고 웃었다 이 일탈 행위에는 끝이 없고 한계도 없었다 죄없는 사람을 죽이고 도둑질을 하는게 이렇게 재밌다니 난 미친놈이었다 사이코패스 소시오패스 새디스트였다 선량한척 착한척하는건 단지 원만한 사회 생활을 위한 페르소나였을뿐 내면에는 용납못할 악의가 있었다 이 거대한 가상세계에서 아무것도 안하고 참는다는건 너무나 힘들고 고된 금욕이었고 게임의 모든게 나를 일탈 행위로 유혹했다 그렇게 아무도 보지 않는 골방에서 난 GTA V를 통해 악의 화신인냥 행동했다 고작 게임이 인간 내면의 어두운 부분을 적나라하게 적출하고 폭로하고 있다 이 게임은 거의 예술적일 정도로 퇴폐적이다 사실 어떤면에서는 꽤나 교훈적인 면도 있다 불법적이고 비도덕적인 행동으로 돈을 왕창 벌어서 부동산을 사고 차를 사고 여자를 사고 그걸 끝없이 반복하다 보면 언젠가는 모든게 무의미하게 느껴지는 순간이 온다 더이상 할거도 없고 하고 싶은거도 없어져서 가히 불교적인 해탈의 경지에 다다라 게임의 모든게 지긋지긋해지는 순간 또다시 길거리에서 난동을 부리며 총을 쏘고 폭탄을 터트리고 결단코 이길 수 없는 공권력을 상대로 발광을 한다 끝도없이 몰려오는 경찰들과 육도사생의 경계를 넘나드는 총격전을 벌이다 보면 여기가 실로 연옥이라는 생각이 든다 똑같이 생긴 경찰들이 무한으로 몰려오는 모습을 보면 로스 산토스라는 빠져나갈길 없는 섬 모양의 연옥에 갖힌채 끝없는 죽음과 부활을 반복하며 이 빌어먹을 무간지옥을 떠도는건 NPC나 플레이어나 매한가지라는 생각만 든다 그리고 사살되는 순간 이 세상에는 결단코 뿌리칠 수 없는 어떤 절대적인 힘이 있고 한 인간의 보잘것없는 인생은 결국 이렇게 미약하고 덧없이 끝난다는 실없는 생각을 하면서 게임을 종료한다 이게 재밌는건지는 모르겠다 하지만 어떤 원초적인 힘이 나를 시간 동안 붙들고 놓아주지 않는다 난 그렇게 로스 산토스의 망자가 되었다 ,40
GTA5,1,2023-01-31, ,1
GTA5,1,2023-01-31,꿀잼,1
GTA5,1,2023-01-31,핵만 없으면 갓겜,1
GTA5,1,2023-01-31,과몰입러로서 너무 유해한 게임 근데 너무 재밌어서 계속 하게 되는 게임인 듯 ,1
GTA5,1,2021-02-20, 오 오 오 ,2
GTA5,1,2019-07-27,앗,3
GTA5,1,2019-06-16,사이버펑크 이 터진이후 다시 한번 깨닫는다락스타 이놈들 게임 잘만드네,1
GTA5,1,2019-02-13,자유롭고 친구랑하기도 재미있는것 같다 지나가는 사람들 툭툭치는것도 스트레스풀려서 좋은듯,1
GTA5,1,2018-10-06,Buy it,2
GTA5,0,2019-04-05, 스토리랑 온라인 습격 로우라이더 심판의 날 스토리까지 다 봤네요스토리도 풍부하고게임도 되게 재밌고디테일은 놀라울 정도로 완벽하지만온라인은 밸런스가 다 망쳐놓네요모든 DLC 무료로 내고서 샤크카드로 돈벌려는 수익모델은 잘 알겠으나기본적으로 샤크카드가 다 창렬인데다가무과금으로 온라인 컨텐츠 즐길려면 엄청난 노가다를 해야되는군요그러니 자연스레 돈핵부터 해서 이런 저런 핵 쟁이가 늘어나고서버는 엉망진창 되고가관입니다심지어 이제는 핵쟁이가 서버 관리자가 되어서맘에 안드는 놈 내보내고 무법자들 폭파시키고오히려 핵쟁이를 벤하기 보단 핵쟁이한테 돈 받은 유저가 벤당하니말은 다했죠락스타의 첫 온라인게임이라 운영이 미숙한건 알겠으니이제는 레데온이랑 GTA 온라인 를 기약 해야겠습니다,1
GTA5,1,2023-05-11,이야 쥑이네,3
GTA5,1,2023-01-08,sex,1
GTA5,1,2022-11-01,이게 미국 ,1
GTA5,1,2021-03-24, ,1
GTA5,1,2020-05-18,너무 재미있는데 살짝 부족한것 같네요,1
GTA5,0,2020-05-16,병신겜,3
GTA5,1,2020-05-16,진짜 내 인생게임인거 같은데 동시에 말아먹을듯,1
GTA5,1,2020-03-11,Money is best,1
GTA5,1,2020-03-06,내 인생게임임 ,1
GTA5,1,2020-03-05,veryvery good,1
GTA5,0,2020-02-18, 같내요 이게임 시간을 넘개 해서 레벨달성했는데 짱깨년들이 위에서 돈떨군거 어쩔수없이 먹었는데 그거로 영정를 박아 버리네요 역시 믿고보는 락스타 줫 망해버려야지 ,1
GTA5,1,2020-01-30,씨부럴 망할놈에 핵좀 쳐잡아라,1
GTA5,1,2020-01-30,무료로 받은 제품 단점이라고는 찾을수 없는 시발 인생겜,1
GTA5,1,2019-12-03,스토리만 해도 본전은 뽑음비행학교는 필수임 ,1
GTA5,1,2019-11-04,계속 나오는 업데이트와 컨텐츠는 좋다 다만 공개 세션에 핵쟁이들 투성이고 중국인들이 뭐라 하는 채팅창도 있고 솔직히 말해 공개 세션은 오염되어있어요 솔직히 중국어 입력금지만 시켜도 채팅창은 깨끗해지고 핵판매사이트를 적어 올리는 현상도 없을 겁니다 ,1
GTA5,1,2019-11-02,후회 없는 유료 게임 ,1
GTA5,1,2019-07-14,로딩빼곤 다좋음,1
GTA5,0,2019-01-16,아니 왜 갑자기 IP주소 요청이 쇄도됫다고 접속이안되냐고요 몇시간해보지도못햇는데 진짜어이가없네 ,2
